#-Hlavicka-#
# y0 = 200.00m, v0y = 2.00m/s, ymax = 200.20m, tmax = 0.20s
#----------#
0.00	200.00	2.00
0.01	200.02	1.90
0.02	200.04	1.80
0.03	200.06	1.71
0.04	200.07	1.61
0.05	200.09	1.51
0.06	200.11	1.41
0.07	200.12	1.31
0.08	200.13	1.22
0.09	200.14	1.12
0.10	200.16	1.02
0.11	200.17	0.92
0.12	200.18	0.82
0.13	200.18	0.73
0.14	200.19	0.63
0.15	200.20	0.53
0.16	200.20	0.43
0.17	200.21	0.33
0.18	200.21	0.23
0.19	200.21	0.14
0.20	200.21	0.04
0.21	200.21	-0.06
0.22	200.21	-0.16
0.23	200.21	-0.26
0.24	200.21	-0.35
0.25	200.21	-0.45
0.26	200.20	-0.55
0.27	200.20	-0.65
0.28	200.19	-0.75
0.29	200.18	-0.84
0.30	200.17	-0.94
0.31	200.16	-1.04
0.32	200.15	-1.14
0.33	200.14	-1.24
0.34	200.13	-1.33
0.35	200.12	-1.43
0.36	200.10	-1.53
0.37	200.09	-1.63
0.38	200.07	-1.73
0.39	200.05	-1.82
0.40	200.04	-1.92
0.41	200.02	-2.02
0.42	200.00	-2.12
0.43	199.97	-2.22
0.44	199.95	-2.31
0.45	199.93	-2.41
0.46	199.91	-2.51
0.47	199.88	-2.61
0.48	199.85	-2.71
0.49	199.83	-2.81
0.50	199.80	-2.90
0.51	199.77	-3.00
0.52	199.74	-3.10
0.53	199.71	-3.20
0.54	199.68	-3.30
0.55	199.64	-3.39
0.56	199.61	-3.49
0.57	199.57	-3.59
0.58	199.54	-3.69
0.59	199.50	-3.79
0.60	199.46	-3.88
0.61	199.43	-3.98
0.62	199.39	-4.08
0.63	199.34	-4.18
0.64	199.30	-4.28
0.65	199.26	-4.37
0.66	199.22	-4.47
0.67	199.17	-4.57
0.68	199.13	-4.67
0.69	199.08	-4.77
0.70	199.03	-4.86
0.71	198.98	-4.96
0.72	198.93	-5.06
0.73	198.88	-5.16
0.74	198.83	-5.26
0.75	198.78	-5.35
0.76	198.73	-5.45
0.77	198.67	-5.55
0.78	198.62	-5.65
0.79	198.56	-5.75
0.80	198.50	-5.85
0.81	198.44	-5.94
0.82	198.38	-6.04
0.83	198.32	-6.14
0.84	198.26	-6.24
0.85	198.20	-6.34
0.86	198.14	-6.43
0.87	198.07	-6.53
0.88	198.01	-6.63
0.89	197.94	-6.73
0.90	197.87	-6.83
0.91	197.80	-6.92
0.92	197.73	-7.02
0.93	197.66	-7.12
0.94	197.59	-7.22
0.95	197.52	-7.32
0.96	197.45	-7.41
0.97	197.37	-7.51
0.98	197.30	-7.61
0.99	197.22	-7.71
1.00	197.15	-7.81
1.01	197.07	-7.90
1.02	196.99	-8.00
1.03	196.91	-8.10
1.04	196.83	-8.20
1.05	196.75	-8.30
1.06	196.66	-8.40
1.07	196.58	-8.49
1.08	196.49	-8.59
1.09	196.41	-8.69
1.10	196.32	-8.79
1.11	196.23	-8.89
1.12	196.14	-8.98
1.13	196.05	-9.08
1.14	195.96	-9.18
1.15	195.87	-9.28
1.16	195.78	-9.38
1.17	195.69	-9.47
1.18	195.59	-9.57
1.19	195.49	-9.67
1.20	195.40	-9.77
1.21	195.30	-9.87
1.22	195.20	-9.96
1.23	195.10	-10.06
1.24	195.00	-10.16
1.25	194.90	-10.26
1.26	194.80	-10.36
1.27	194.69	-10.45
1.28	194.59	-10.55
1.29	194.48	-10.65
1.30	194.38	-10.75
1.31	194.27	-10.85
1.32	194.16	-10.94
1.33	194.05	-11.04
1.34	193.94	-11.14
1.35	193.83	-11.24
1.36	193.72	-11.34
1.37	193.60	-11.44
1.38	193.49	-11.53
1.39	193.37	-11.63
1.40	193.26	-11.73
1.41	193.14	-11.83
1.42	193.02	-11.93
1.43	192.90	-12.02
1.44	192.78	-12.12
1.45	192.66	-12.22
1.46	192.54	-12.32
1.47	192.42	-12.42
1.48	192.29	-12.51
1.49	192.17	-12.61
1.50	192.04	-12.71
1.51	191.91	-12.81
1.52	191.79	-12.91
1.53	191.66	-13.00
1.54	191.53	-13.10
1.55	191.40	-13.20
1.56	191.26	-13.30
1.57	191.13	-13.40
1.58	191.00	-13.49
1.59	190.86	-13.59
1.60	190.73	-13.69
1.61	190.59	-13.79
1.62	190.45	-13.89
1.63	190.31	-13.98
1.64	190.17	-14.08
1.65	190.03	-14.18
1.66	189.89	-14.28
1.67	189.75	-14.38
1.68	189.60	-14.48
1.69	189.46	-14.57
1.70	189.31	-14.67
1.71	189.17	-14.77
1.72	189.02	-14.87
1.73	188.87	-14.97
1.74	188.72	-15.06
1.75	188.57	-15.16
1.76	188.42	-15.26
1.77	188.27	-15.36
1.78	188.11	-15.46
1.79	187.96	-15.55
1.80	187.80	-15.65
1.81	187.64	-15.75
1.82	187.49	-15.85
1.83	187.33	-15.95
1.84	187.17	-16.04
1.85	187.01	-16.14
1.86	186.85	-16.24
1.87	186.69	-16.34
1.88	186.52	-16.44
1.89	186.36	-16.53
1.90	186.19	-16.63
1.91	186.03	-16.73
1.92	185.86	-16.83
1.93	185.69	-16.93
1.94	185.52	-17.02
1.95	185.35	-17.12
1.96	185.18	-17.22
1.97	185.01	-17.32
1.98	184.83	-17.42
1.99	184.66	-17.52
2.00	184.48	-17.61
2.01	184.31	-17.71
2.02	184.13	-17.81
2.03	183.95	-17.91
2.04	183.77	-18.01
2.05	183.59	-18.10
2.06	183.41	-18.20
2.07	183.23	-18.30
2.08	183.05	-18.40
2.09	182.86	-18.50
2.10	182.68	-18.59
2.11	182.49	-18.69
2.12	182.31	-18.79
2.13	182.12	-18.89
2.14	181.93	-18.99
2.15	181.74	-19.08
2.16	181.55	-19.18
2.17	181.36	-19.28
2.18	181.16	-19.38
2.19	180.97	-19.48
2.20	180.78	-19.57
2.21	180.58	-19.67
2.22	180.38	-19.77
2.23	180.19	-19.87
2.24	179.99	-19.97
2.25	179.79	-20.06
2.26	179.59	-20.16
2.27	179.38	-20.26
2.28	179.18	-20.36
2.29	178.98	-20.46
2.30	178.77	-20.56
2.31	178.57	-20.65
2.32	178.36	-20.75
2.33	178.15	-20.85
2.34	177.95	-20.95
2.35	177.74	-21.05
2.36	177.53	-21.14
2.37	177.31	-21.24
2.38	177.10	-21.34
2.39	176.89	-21.44
2.40	176.67	-21.54
2.41	176.46	-21.63
2.42	176.24	-21.73
2.43	176.03	-21.83
2.44	175.81	-21.93
2.45	175.59	-22.03
2.46	175.37	-22.12
2.47	175.15	-22.22
2.48	174.92	-22.32
2.49	174.70	-22.42
2.50	174.48	-22.52
2.51	174.25	-22.61
2.52	174.03	-22.71
2.53	173.80	-22.81
2.54	173.57	-22.91
2.55	173.34	-23.01
2.56	173.11	-23.10
2.57	172.88	-23.20
2.58	172.65	-23.30
2.59	172.42	-23.40
2.60	172.18	-23.50
2.61	171.95	-23.60
2.62	171.71	-23.69
2.63	171.47	-23.79
2.64	171.24	-23.89
2.65	171.00	-23.99
2.66	170.76	-24.09
2.67	170.52	-24.18
2.68	170.27	-24.28
2.69	170.03	-24.38
2.70	169.79	-24.48
2.71	169.54	-24.58
2.72	169.30	-24.67
2.73	169.05	-24.77
2.74	168.80	-24.87
2.75	168.55	-24.97
2.76	168.30	-25.07
2.77	168.05	-25.16
2.78	167.80	-25.26
2.79	167.55	-25.36
2.80	167.30	-25.46
2.81	167.04	-25.56
2.82	166.79	-25.65
2.83	166.53	-25.75
2.84	166.27	-25.85
2.85	166.01	-25.95
2.86	165.75	-26.05
2.87	165.49	-26.15
2.88	165.23	-26.24
2.89	164.97	-26.34
2.90	164.71	-26.44
2.91	164.44	-26.54
2.92	164.18	-26.64
2.93	163.91	-26.73
2.94	163.64	-26.83
2.95	163.37	-26.93
2.96	163.10	-27.03
2.97	162.83	-27.13
2.98	162.56	-27.22
2.99	162.29	-27.32
3.00	162.02	-27.42
3.01	161.74	-27.52
3.02	161.47	-27.62
3.03	161.19	-27.71
3.04	160.91	-27.81
3.05	160.64	-27.91
3.06	160.36	-28.01
3.07	160.08	-28.11
3.08	159.80	-28.20
3.09	159.51	-28.30
3.10	159.23	-28.40
3.11	158.95	-28.50
3.12	158.66	-28.60
3.13	158.38	-28.69
3.14	158.09	-28.79
3.15	157.80	-28.89
3.16	157.51	-28.99
3.17	157.22	-29.09
3.18	156.93	-29.19
3.19	156.64	-29.28
3.20	156.35	-29.38
3.21	156.05	-29.48
3.22	155.76	-29.58
3.23	155.46	-29.68
3.24	155.17	-29.77
3.25	154.87	-29.87
3.26	154.57	-29.97
3.27	154.27	-30.07
3.28	153.97	-30.17
3.29	153.67	-30.26
3.30	153.36	-30.36
3.31	153.06	-30.46
3.32	152.76	-30.56
3.33	152.45	-30.66
3.34	152.14	-30.75
3.35	151.84	-30.85
3.36	151.53	-30.95
3.37	151.22	-31.05
3.38	150.91	-31.15
3.39	150.60	-31.24
3.40	150.28	-31.34
3.41	149.97	-31.44
3.42	149.66	-31.54
3.43	149.34	-31.64
3.44	149.02	-31.73
3.45	148.71	-31.83
3.46	148.39	-31.93
3.47	148.07	-32.03
3.48	147.75	-32.13
3.49	147.43	-32.23
3.50	147.11	-32.32
3.51	146.78	-32.42
3.52	146.46	-32.52
3.53	146.13	-32.62
3.54	145.81	-32.72
3.55	145.48	-32.81
3.56	145.15	-32.91
3.57	144.82	-33.01
3.58	144.49	-33.11
3.59	144.16	-33.21
3.60	143.83	-33.30
3.61	143.50	-33.40
3.62	143.16	-33.50
3.63	142.83	-33.60
3.64	142.49	-33.70
3.65	142.15	-33.79
3.66	141.82	-33.89
3.67	141.48	-33.99
3.68	141.14	-34.09
3.69	140.80	-34.19
3.70	140.45	-34.28
3.71	140.11	-34.38
3.72	139.77	-34.48
3.73	139.42	-34.58
3.74	139.08	-34.68
3.75	138.73	-34.77
3.76	138.38	-34.87
3.77	138.03	-34.97
3.78	137.68	-35.07
