#-Hlavicka-#
# y0 = 10.00m, v0 = 25.00m/s, alfa = 45degrees, r = 1.00m,
# tD = -0.00s, xmax = -0.00m, tm = 0.00s, ymax = 10.00
#----------#
-0.01	0.00	10.00	0.00	0.00	25.00
0.00	0.00	0.00	0.00	0.00	0.00
0.01	0.00	0.00	0.00	0.10	0.10
0.02	0.00	0.00	0.00	0.20	0.20
0.03	0.00	0.01	0.00	0.29	0.29
0.04	0.00	0.02	0.00	0.39	0.39
0.05	0.00	0.02	0.00	0.49	0.49
0.06	0.00	0.04	0.00	0.59	0.59
0.07	0.00	0.05	0.00	0.69	0.69
0.08	0.00	0.06	0.00	0.78	0.78
0.09	0.00	0.08	0.00	0.88	0.88
0.10	0.00	0.10	0.00	0.98	0.98
0.11	0.00	0.12	0.00	1.08	1.08
0.12	0.00	0.14	0.00	1.18	1.18
0.13	0.00	0.17	0.00	1.27	1.27
0.14	0.00	0.19	0.00	1.37	1.37
0.15	0.00	0.22	0.00	1.47	1.47
0.16	0.00	0.25	0.00	1.57	1.57
0.17	0.00	0.28	0.00	1.67	1.67
0.18	0.00	0.32	0.00	1.77	1.77
0.19	0.00	0.35	0.00	1.86	1.86
0.20	0.00	0.39	0.00	1.96	1.96
0.21	0.00	0.43	0.00	2.06	2.06
0.22	0.00	0.47	0.00	2.16	2.16
0.23	0.00	0.52	0.00	2.26	2.26
0.24	0.00	0.56	0.00	2.35	2.35
0.25	0.00	0.61	0.00	2.45	2.45
0.26	0.00	0.66	0.00	2.55	2.55
0.27	0.00	0.71	0.00	2.65	2.65
0.28	0.00	0.77	0.00	2.75	2.75
0.29	0.00	0.82	0.00	2.84	2.84
0.30	0.00	0.88	0.00	2.94	2.94
0.31	0.00	0.94	0.00	3.04	3.04
0.32	0.00	1.00	0.00	3.14	3.14
0.33	0.00	1.07	0.00	3.24	3.24
0.34	0.00	1.13	0.00	3.33	3.33
0.35	0.00	1.20	0.00	3.43	3.43
0.36	0.00	1.27	0.00	3.53	3.53
0.37	0.00	1.34	0.00	3.63	3.63
0.38	0.00	1.42	0.00	3.73	3.73
0.39	0.00	1.49	0.00	3.82	3.82
0.40	0.00	1.57	0.00	3.92	3.92
0.41	0.00	1.65	0.00	4.02	4.02
0.42	0.00	1.73	0.00	4.12	4.12
0.43	0.00	1.81	0.00	4.22	4.22
0.44	0.00	1.90	0.00	4.31	4.31
0.45	0.00	1.99	0.00	4.41	4.41
0.46	0.00	2.08	0.00	4.51	4.51
0.47	0.00	2.17	0.00	4.61	4.61
0.48	0.00	2.26	0.00	4.71	4.71
0.49	0.00	2.35	0.00	4.81	4.81
0.50	0.00	2.45	0.00	4.90	4.90
0.51	0.00	2.55	0.00	5.00	5.00
0.52	0.00	2.65	0.00	5.10	5.10
0.53	0.00	2.75	0.00	5.20	5.20
0.54	0.00	2.86	0.00	5.30	5.30
0.55	0.00	2.97	0.00	5.39	5.39
0.56	0.00	3.08	0.00	5.49	5.49
0.57	0.00	3.19	0.00	5.59	5.59
0.58	0.00	3.30	0.00	5.69	5.69
0.59	0.00	3.41	0.00	5.79	5.79
0.60	0.00	3.53	0.00	5.88	5.88
0.61	0.00	3.65	0.00	5.98	5.98
0.62	0.00	3.77	0.00	6.08	6.08
0.63	0.00	3.89	0.00	6.18	6.18
0.64	0.00	4.02	0.00	6.28	6.28
0.65	0.00	4.14	0.00	6.37	6.37
0.66	0.00	4.27	0.00	6.47	6.47
0.67	0.00	4.40	0.00	6.57	6.57
0.68	0.00	4.53	0.00	6.67	6.67
0.69	0.00	4.67	0.00	6.77	6.77
0.70	0.00	4.81	0.00	6.86	6.86
0.71	0.00	4.94	0.00	6.96	6.96
0.72	0.00	5.08	0.00	7.06	7.06
0.73	0.00	5.23	0.00	7.16	7.16
0.74	0.00	5.37	0.00	7.26	7.26
0.75	0.00	5.52	0.00	7.35	7.35
0.76	0.00	5.66	0.00	7.45	7.45
0.77	0.00	5.81	0.00	7.55	7.55
0.78	0.00	5.97	0.00	7.65	7.65
0.79	0.00	6.12	0.00	7.75	7.75
0.80	0.00	6.28	0.00	7.85	7.85
0.81	0.00	6.43	0.00	7.94	7.94
0.82	0.00	6.59	0.00	8.04	8.04
0.83	0.00	6.76	0.00	8.14	8.14
0.84	0.00	6.92	0.00	8.24	8.24
0.85	0.00	7.09	0.00	8.34	8.34
0.86	0.00	7.25	0.00	8.43	8.43
0.87	0.00	7.42	0.00	8.53	8.53
0.88	0.00	7.59	0.00	8.63	8.63
0.89	0.00	7.77	0.00	8.73	8.73
0.90	0.00	7.94	0.00	8.83	8.83
0.91	0.00	8.12	0.00	8.92	8.92
0.92	0.00	8.30	0.00	9.02	9.02
0.93	0.00	8.48	0.00	9.12	9.12
0.94	0.00	8.67	0.00	9.22	9.22
0.95	0.00	8.85	0.00	9.32	9.32
0.96	0.00	9.04	0.00	9.41	9.41
0.97	0.00	9.23	0.00	9.51	9.51
0.98	0.00	9.42	0.00	9.61	9.61
0.99	0.00	9.61	0.00	9.71	9.71
1.00	0.00	9.81	0.00	9.81	9.81
1.01	0.00	10.00	0.00	9.90	9.90
1.02	0.00	10.20	0.00	10.00	10.00
