#-Hlavicka-#
# y0 = 10.00m, v0y = 25.00m/s, ymax = 41.87m, tmax = 2.55s
#----------#
1.91	39.96	6.27
1.92	40.02	6.17
1.93	40.08	6.07
1.94	40.14	5.98
1.95	40.20	5.88
1.96	40.26	5.78
1.97	40.32	5.68
1.98	40.37	5.58
1.99	40.43	5.48
2.00	40.48	5.39
2.01	40.54	5.29
2.02	40.59	5.19
2.03	40.64	5.09
2.04	40.69	4.99
2.05	40.74	4.90
2.06	40.79	4.80
2.07	40.84	4.70
2.08	40.89	4.60
2.09	40.93	4.50
2.10	40.98	4.41
2.11	41.02	4.31
2.12	41.07	4.21
2.13	41.11	4.11
2.14	41.15	4.01
2.15	41.19	3.92
2.16	41.23	3.82
2.17	41.27	3.72
2.18	41.30	3.62
2.19	41.34	3.52
2.20	41.38	3.43
2.21	41.41	3.33
2.22	41.44	3.23
2.23	41.48	3.13
2.24	41.51	3.03
2.25	41.54	2.94
2.26	41.57	2.84
2.27	41.59	2.74
2.28	41.62	2.64
2.29	41.65	2.54
2.30	41.67	2.44
2.31	41.70	2.35
2.32	41.72	2.25
2.33	41.74	2.15
2.34	41.77	2.05
2.35	41.79	1.95
2.36	41.81	1.86
2.37	41.82	1.76
2.38	41.84	1.66
2.39	41.86	1.56
2.40	41.87	1.46
2.41	41.89	1.37
2.42	41.90	1.27
2.43	41.92	1.17
2.44	41.93	1.07
2.45	41.94	0.97
2.46	41.95	0.88
2.47	41.96	0.78
2.48	41.96	0.68
2.49	41.97	0.58
2.50	41.98	0.48
2.51	41.98	0.39
2.52	41.99	0.29
2.53	41.99	0.19
2.54	41.99	0.09
2.55	41.99	-0.01
2.56	41.99	-0.10
2.57	41.99	-0.20
2.58	41.99	-0.30
2.59	41.99	-0.40
2.60	41.98	-0.50
2.61	41.98	-0.60
2.62	41.97	-0.69
2.63	41.96	-0.79
2.64	41.96	-0.89
2.65	41.95	-0.99
2.66	41.94	-1.09
2.67	41.93	-1.18
2.68	41.91	-1.28
2.69	41.90	-1.38
2.70	41.89	-1.48
2.71	41.87	-1.58
2.72	41.86	-1.67
2.73	41.84	-1.77
2.74	41.82	-1.87
2.75	41.80	-1.97
2.76	41.78	-2.07
2.77	41.76	-2.16
2.78	41.74	-2.26
2.79	41.72	-2.36
2.80	41.70	-2.46
2.81	41.67	-2.56
2.82	41.65	-2.65
2.83	41.62	-2.75
2.84	41.59	-2.85
2.85	41.56	-2.95
2.86	41.53	-3.05
2.87	41.50	-3.15
2.88	41.47	-3.24
2.89	41.44	-3.34
2.90	41.41	-3.44
2.91	41.37	-3.54
2.92	41.34	-3.64
2.93	41.30	-3.73
2.94	41.26	-3.83
2.95	41.22	-3.93
2.96	41.18	-4.03
2.97	41.14	-4.13
2.98	41.10	-4.22
2.99	41.06	-4.32
3.00	41.02	-4.42
3.01	40.97	-4.52
3.02	40.93	-4.62
3.03	40.88	-4.71
3.04	40.83	-4.81
3.05	40.79	-4.91
3.06	40.74	-5.01
3.07	40.69	-5.11
3.08	40.64	-5.20
3.09	40.58	-5.30
3.10	40.53	-5.40
3.11	40.48	-5.50
3.12	40.42	-5.60
3.13	40.37	-5.69
3.14	40.31	-5.79
3.15	40.25	-5.89
3.16	40.19	-5.99
3.17	40.13	-6.09
3.18	40.07	-6.19
3.19	40.01	-6.28
3.20	39.95	-6.38
3.21	39.88	-6.48
3.22	39.82	-6.58
3.23	39.75	-6.68
3.24	39.69	-6.77
3.25	39.62	-6.87
3.26	39.55	-6.97
3.27	39.48	-7.07
3.28	39.41	-7.17
3.29	39.34	-7.26
3.30	39.26	-7.36
3.31	39.19	-7.46
3.32	39.12	-7.56
3.33	39.04	-7.66
3.34	38.96	-7.75
3.35	38.89	-7.85
3.36	38.81	-7.95
3.37	38.73	-8.05
3.38	38.65	-8.15
3.39	38.57	-8.24
3.40	38.48	-8.34
3.41	38.40	-8.44
3.42	38.32	-8.54
3.43	38.23	-8.64
3.44	38.14	-8.73
3.45	38.06	-8.83
3.46	37.97	-8.93
3.47	37.88	-9.03
3.48	37.79	-9.13
3.49	37.70	-9.23
3.50	37.61	-9.32
3.51	37.51	-9.42
3.52	37.42	-9.52
3.53	37.32	-9.62
3.54	37.23	-9.72
3.55	37.13	-9.81
3.56	37.03	-9.91
3.57	36.93	-10.01
3.58	36.83	-10.11
3.59	36.73	-10.21
3.60	36.63	-10.30
3.61	36.53	-10.40
3.62	36.42	-10.50
3.63	36.32	-10.60
3.64	36.21	-10.70
3.65	36.10	-10.79
3.66	36.00	-10.89
3.67	35.89	-10.99
3.68	35.78	-11.09
3.69	35.67	-11.19
3.70	35.55	-11.28
3.71	35.44	-11.38
3.72	35.33	-11.48
3.73	35.21	-11.58
3.74	35.10	-11.68
3.75	34.98	-11.77
3.76	34.86	-11.87
3.77	34.74	-11.97
3.78	34.62	-12.07
3.79	34.50	-12.17
3.80	34.38	-12.27
3.81	34.26	-12.36
3.82	34.14	-12.46
3.83	34.01	-12.56
3.84	33.89	-12.66
3.85	33.76	-12.76
3.86	33.63	-12.85
3.87	33.50	-12.95
3.88	33.37	-13.05
3.89	33.24	-13.15
3.90	33.11	-13.25
3.91	32.98	-13.34
3.92	32.85	-13.44
3.93	32.71	-13.54
3.94	32.58	-13.64
3.95	32.44	-13.74
3.96	32.30	-13.83
3.97	32.16	-13.93
3.98	32.02	-14.03
3.99	31.88	-14.13
4.00	31.74	-14.23
4.01	31.60	-14.32
4.02	31.46	-14.42
4.03	31.31	-14.52
4.04	31.17	-14.62
4.05	31.02	-14.72
4.06	30.87	-14.81
4.07	30.73	-14.91
4.08	30.58	-15.01
4.09	30.43	-15.11
4.10	30.28	-15.21
4.11	30.12	-15.31
4.12	29.97	-15.40
4.13	29.82	-15.50
4.14	29.66	-15.60
4.15	29.51	-15.70
4.16	29.35	-15.80
4.17	29.19	-15.89
4.18	29.03	-15.99
4.19	28.87	-16.09
4.20	28.71	-16.19
4.21	28.55	-16.29
4.22	28.39	-16.38
4.23	28.22	-16.48
4.24	28.06	-16.58
4.25	27.89	-16.68
4.26	27.73	-16.78
4.27	27.56	-16.87
4.28	27.39	-16.97
4.29	27.22	-17.07
4.30	27.05	-17.17
4.31	26.88	-17.27
4.32	26.70	-17.36
4.33	26.53	-17.46
4.34	26.36	-17.56
4.35	26.18	-17.66
4.36	26.00	-17.76
4.37	25.83	-17.86
4.38	25.65	-17.95
4.39	25.47	-18.05
4.40	25.29	-18.15
4.41	25.11	-18.25
4.42	24.92	-18.35
4.43	24.74	-18.44
4.44	24.56	-18.54
4.45	24.37	-18.64
4.46	24.18	-18.74
4.47	24.00	-18.84
4.48	23.81	-18.93
4.49	23.62	-19.03
4.50	23.43	-19.13
4.51	23.24	-19.23
4.52	23.04	-19.33
4.53	22.85	-19.42
4.54	22.66	-19.52
4.55	22.46	-19.62
4.56	22.27	-19.72
4.57	22.07	-19.82
4.58	21.87	-19.91
4.59	21.67	-20.01
4.60	21.47	-20.11
4.61	21.27	-20.21
4.62	21.07	-20.31
4.63	20.87	-20.40
4.64	20.66	-20.50
4.65	20.46	-20.60
4.66	20.25	-20.70
4.67	20.04	-20.80
4.68	19.84	-20.90
4.69	19.63	-20.99
4.70	19.42	-21.09
4.71	19.21	-21.19
4.72	18.99	-21.29
4.73	18.78	-21.39
4.74	18.57	-21.48
4.75	18.35	-21.58
4.76	18.14	-21.68
4.77	17.92	-21.78
4.78	17.70	-21.88
4.79	17.48	-21.97
4.80	17.26	-22.07
4.81	17.04	-22.17
4.82	16.82	-22.27
4.83	16.60	-22.37
4.84	16.37	-22.46
4.85	16.15	-22.56
4.86	15.92	-22.66
4.87	15.70	-22.76
4.88	15.47	-22.86
4.89	15.24	-22.95
4.90	15.01	-23.05
4.91	14.78	-23.15
4.92	14.55	-23.25
4.93	14.32	-23.35
4.94	14.08	-23.44
4.95	13.85	-23.54
4.96	13.61	-23.64
4.97	13.38	-23.74
4.98	13.14	-23.84
4.99	12.90	-23.94
5.00	12.66	-24.03
5.01	12.42	-24.13
5.02	12.18	-24.23
5.03	11.94	-24.33
5.04	11.69	-24.43
5.05	11.45	-24.52
5.06	11.21	-24.62
5.07	10.96	-24.72
5.08	10.71	-24.82
5.09	10.46	-24.92
5.10	10.21	-25.01
5.11	9.96	-25.11
5.12	9.71	-25.21
5.13	9.46	-25.31
5.14	9.21	-25.41
5.15	8.95	-25.50
5.16	8.70	-25.60
5.17	8.44	-25.70
5.18	8.19	-25.80
5.19	7.93	-25.90
5.20	7.67	-25.99
5.21	7.41	-26.09
5.22	7.15	-26.19
5.23	6.89	-26.29
5.24	6.62	-26.39
5.25	6.36	-26.48
5.26	6.09	-26.58
5.27	5.83	-26.68
5.28	5.56	-26.78
5.29	5.29	-26.88
5.30	5.03	-26.98
5.31	4.76	-27.07
5.32	4.49	-27.17
5.33	4.21	-27.27
5.34	3.94	-27.37
5.35	3.67	-27.47
5.36	3.39	-27.56
5.37	3.12	-27.66
5.38	2.84	-27.76
5.39	2.56	-27.86
5.40	2.28	-27.96
5.41	2.00	-28.05
5.42	1.72	-28.15
5.43	1.44	-28.25
5.44	1.16	-28.35
5.45	0.88	-28.45
5.46	0.59	-28.54
5.47	0.31	-28.64
5.48	0.02	-28.74
5.49	-0.27	-28.84
